Adresse,Date Debut,Description,Heure Debut,Titre,Titre + Description
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/02/2022,Fenêtre sur le monde,1899-12-30 18:30:00,Chants de Smyrne et d’ailleurs,Chants de Smyrne et d’ailleurs --- Fenêtre sur le monde
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/02/2023,"Histoires à savourer pour les petites oreilles !
Dès 3 ans.",1899-12-30 11:00:00,Les P'tites Histoires,"Les P'tites Histoires --- Histoires à savourer pour les petites oreilles !
Dès 3 ans."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/02/2023,Spectacle 0-3 ans,1899-12-30 16:00:00,Comptines en partage,Comptines en partage --- Spectacle 0-3 ans
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/03/2017,"Autour de l'album ""Moabi""",1899-12-30 15:30:00,Atelier créatif par Mickaël El Fathi,"Atelier Créatif par Mickaël El Fathi --- Autour de l'album ""Moabi"""
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/03/2020,Atelier numérique,1899-12-30 16:00:00,Ilya Green : jeux de cartes et d'écran,Ilya Green : jeux de cartes et d'écran --- Atelier numérique
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/03/2023,"Histoires à savourer pour les petites oreilles !
Dès 3 ans.",1899-12-30 11:00:00,Les P'tites Histoires,"Les P'tites Histoires --- Histoires à savourer pour les petites oreilles !
Dès 3 ans."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/04/2017,"Par Sandrine ELBERG, photographe",1899-12-30 13:00:00,"Exposition : Shimofuri*, contemplation initiatique","Exposition : Shimofuri*, contemplation initiatique --- Par Sandrine ELBERG, photographe"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/04/2018,Delacroix,1899-12-30 12:30:00,Conférence histoire de l'art,Conférence histoire de l'art --- Delacroix
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/04/2018,Première impression,1899-12-30 16:00:00,Atelier créatif,Atelier créatif --- Première impression
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/04/2018,Séance de projection,1899-12-30 10:30:00,Cinéminots : Chien ou chat ?,Cinéminots : Chien ou chat ? --- Séance de projection
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/04/2023,Conférence histoire des sciences,1899-12-30 19:00:00,"Blaise Pascal, de l'esprit géométrique aux Pensées, contradictions ou continuités ?","Blaise Pascal, de l'esprit géométrique aux Pensées, contradictions ou continuités ? --- Conférence histoire des sciences"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/05/2021,"Par Philippe Adam, écrivain français et professeur de philosophie. A visionner en replay.",1899-12-30 13:00:00,Robert Pinget,"Robert Pinget --- Par Philippe Adam, écrivain français et professeur de philosophie. A visionner en replay."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/06/2019,Conférence philosophie,1899-12-30 19:30:00,Philosopher en dehors des clous : Descartes inutile et incertain : le crépuscule d'une idole  (2ème  partie),Philosopher en dehors des clous : Descartes inutile et incertain : le crépuscule d'une idole  (2ème  partie) --- Conférence philosophie
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/06/2022,Café musical,1899-12-30 15:30:00,Compile des isséens : Peter Gabriel,Compile des isséens : Peter Gabriel --- Café musical
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/07/2017,"Une exposition qui ravira les passionnés de musique, mais aussi les amoureux d’histoire : le quintette à vent, une formation apparue à la fin du XVIIIe siècle.",1899-12-30 14:00:00,Exposition : Au fil du vent : le quintette à vent à travers le disque,"Exposition : Au fil du vent : le quintette à vent à travers le disque --- Une exposition qui ravira les passionnés de musique, mais aussi les amoureux d’histoire : le quintette à vent, une formation apparue à la fin du XVIIIe siècle."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/09/2019,Histoires à savourer pour les petites oreilles !,1899-12-30 10:30:00,Récits du mercredi,Récits du mercredi --- Histoires à savourer pour les petites oreilles !
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/10/2017,"Fantômes, sorcières et compagnie",1899-12-30 16:30:00,Récits du mercredi,"Récits du mercredi --- Fantômes, sorcières et compagnie"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/10/2022,"Conférence  La ville et l’urbanité, approches historiques et philosophiques",1899-12-30 19:00:00,"La beauté d’une ville, escapades parisiennes","La beauté d’une ville, escapades parisiennes --- Conférence  La ville et l’urbanité, approches historiques et philosophiques"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/10/2023,P'tits Rendez-Vous,1899-12-30 16:30:00,Les P'tites Histoires,Les P'tites Histoires --- P'tits Rendez-Vous
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/11/2023,Café musical,1899-12-30 16:00:00,Le quatuor à cordes : au-delà des classiques,Le quatuor à cordes : au-delà des classiques --- Café musical
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/11/2023,P'tits Rendez-Vous,1899-12-30 11:00:00,Les P'tites Histoires,Les P'tites Histoires --- P'tits Rendez-Vous
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2016,"Fée Christelle et fée Isabelle sont deux sœurs. Leur activité principale est de raconter des contes à Etienne, un petit garçon.",1899-12-30 16:30:00,"Spectacle de contes: Des contes, deux fées","Spectacle de contes: Des contes, deux fées --- Fée Christelle et fée Isabelle sont deux sœurs. Leur activité principale est de raconter des contes à Etienne, un petit garçon."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2018,Soirée littéraire,1899-12-30 19:30:00,Stephen King,Stephen King --- Soirée littéraire
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2019,Atelier créatif,1899-12-30 16:00:00,Noël nous livre ses trésors,Noël nous livre ses trésors --- Atelier créatif
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2019,Conférence histoire de l'art,1899-12-30 12:30:00,Léonard de Vinci,Léonard de Vinci --- Conférence histoire de l'art
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2019,Histoires à savourer pour les petites oreilles !,1899-12-30 10:30:00,Récits du mercredi,Récits du mercredi --- Histoires à savourer pour les petites oreilles !
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2020,Fenêtre sur le monde A DISTANCE,1899-12-30 18:30:00,Voyage au cœur de la musique carnatique,Voyage au cœur de la musique carnatique --- Fenêtre sur le monde A DISTANCE
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2021,Atelier créatif dès 10 ans,1899-12-30 14:30:00,La BD s'anime,La BD s'anime --- Atelier créatif dès 10 ans
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2021,Rendez vous des histoires !,1899-12-30 11:00:00,Marmottines,Marmottines --- Rendez vous des histoires !
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",04/12/2022,Issy en mélodies,1899-12-30 16:00:00,Les évasions particulières,Les évasions particulières --- Issy en mélodies
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/01/2022,Histoires à savourer pour les petites oreilles !,1899-12-30 17:00:00,Récits du mercredi,Récits du mercredi --- Histoires à savourer pour les petites oreilles !
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/02/2019,Conférence sciences,1899-12-30 19:30:00,Les intelligences animales,Les intelligences animales --- Conférence sciences
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/03/2017,"Autour de l'album ""Le voyage de Lorian""",1899-12-30 15:00:00,Atelier créatif par Mickaël El Fathi,"Atelier créatif par Mickaël El Fathi --- Autour de l'album ""Le voyage de Lorian"""
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/03/2017,Suivie d'une séance de dédicace,1899-12-30 16:30:00,Rencontre avec Mickaël El Fathi,Rencontre avec Mickaël El Fathi --- Suivie d'une séance de dédicace
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/03/2019,Une conférence historique sur la sortie de la Première Guerre mondiale.,1899-12-30 19:30:00,"Conférence : la Grande Guerre, entre transmission et mémoire","Conférence : la Grande Guerre, entre transmission et mémoire --- Une conférence historique sur la sortie de la Première Guerre mondiale."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/03/2024,Exposition.,1899-12-30 13:00:00,Culture 90,Culture 90 --- Exposition.
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/03/2024,"Par Stéphanie Wojcik, conférencière.",1899-12-30 19:00:00,"Web et politique, une chance pour la démocratie ?","Web et politique, une chance pour la démocratie ? --- Par Stéphanie Wojcik, conférencière."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/04/2017,Séance de projection,1899-12-30 16:30:00,Cinéminots : en route pour l'aventure !,Cinéminots : en route pour l'aventure ! --- Séance de projection
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/04/2018,Séance de projection,1899-12-30 17:00:00,Cinéminots du jeudi,Cinéminots du jeudi --- Séance de projection
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/04/2022,"Conférence par Maria Araújo da Silva, Maître de conférences à la Sorbonne.",1899-12-30 19:30:00,José Saramago,"José Saramago --- Conférence par Maria Araújo da Silva, Maître de conférences à la Sorbonne."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/04/2023,"Histoires à savourer pour les petites oreilles !
Dès 3 ans.",1899-12-30 16:30:00,Les P'tites Histoires,"Les P'tites Histoires --- Histoires à savourer pour les petites oreilles !
Dès 3 ans."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/04/2024,À la découverte d’un genre musical méconnu avec des artistes reconnus.,1899-12-30 18:30:00,Quand la nuit n'est pas étoilée,Quand la nuit n'est pas étoilée --- À la découverte d’un genre musical méconnu avec des artistes reconnus.
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/05/2018,Atelier créatif,1899-12-30 16:00:00,Affichez-moi !,Affichez-moi ! --- Atelier créatif
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/05/2021,"Par Raphaëlle Fonfroide, conférencière. A distance et en direct.",1899-12-30 12:30:00,Le cirque dans les arts plastiques (fin XVIIIe – fin XXe),"Le cirque dans les arts plastiques (fin XVIIIe – fin XXe) --- Par Raphaëlle Fonfroide, conférencière. A distance et en direct."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/06/2019,Récits sur gazon,1899-12-30 16:30:00,Nos coups de cœur,Nos coups de cœur --- Récits sur gazon
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/07/2019,Langues étrangères,1899-12-30 17:00:00,Atelier de conversation « Guten Tag ! »,Atelier de conversation « Guten Tag ! » --- Langues étrangères
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/07/2023,Lectures pour le jeune public,1899-12-30 16:30:00,Les P'tites Histoires,Les P'tites Histoires --- Lectures pour le jeune public
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/09/2018,Récits du mercredi,1899-12-30 16:30:00,C'est la rentrée !,C'est la rentrée ! --- Récits du mercredi
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/09/2021,"Vous désirez apprendre l'anglais, le chinois, le japonais ou le coréen ?",1899-12-30 15:30:00,Découverte des langues,"Découverte des langues --- Vous désirez apprendre l'anglais, le chinois, le japonais ou le coréen ?"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/10/2018,Langues étrangères,1899-12-30 17:00:00,Atelier de conversation « Guten Tag ! »,Atelier de conversation « Guten Tag ! » --- Langues étrangères
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/10/2019,Café musical,1899-12-30 15:30:00,Joe Hisaishi : le petit sorcier de la B.O.,Joe Hisaishi : le petit sorcier de la B.O. --- Café musical
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/10/2019,Langues étrangères,1899-12-30 11:00:00,Espagnol,Espagnol --- Langues étrangères
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/10/2022,Histoires à savourer pour les petites oreilles !,1899-12-30 16:30:00,Les P'tites Histoires,Les P'tites Histoires --- Histoires à savourer pour les petites oreilles !
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/11/2022,Pour découvrir et échanger à travers un thème musical.,1899-12-30 15:30:00,"J.J Goldman, les secrets d'un chanteur non homologué","J.J Goldman, les secrets d'un chanteur non homologué --- Pour découvrir et échanger à travers un thème musical."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2017,"Pour cette dernière soirée littéraire de l'année, Arno Bertina vient évoquer Julien Gracq.",1899-12-30 19:30:00,Soirée littéraire : Julien Gracq par Arno Bertina,"Soirée littéraire : Julien Gracq par Arno Bertina --- Pour cette dernière soirée littéraire de l'année, Arno Bertina vient évoquer Julien Gracq."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2018,Atelier créatif,1899-12-30 16:00:00,Noël nous livres ses Trésors !,Noël nous livres ses Trésors ! --- Atelier créatif
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2018,Conférence histoire de l'art,1899-12-30 12:30:00,"Livre, lecteurs et lectrices dans les Arts","Livre, lecteurs et lectrices dans les Arts --- Conférence histoire de l'art"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2018,Séance de projection,1899-12-30 10:30:00,Cinéminots : C'est bientôt Noêl !,Cinéminots : C'est bientôt Noêl ! --- Séance de projection
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2019,Projection,1899-12-30 17:00:00,Cinéminots du jeudi,Cinéminots du jeudi --- Projection
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2021,"Minuscule, la vallée des fourmis perdues. Dès 3 ans.",1899-12-30 16:00:00,Ciné-concert,"Ciné-concert --- Minuscule, la vallée des fourmis perdues. Dès 3 ans."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2023,"Chaque mois, venez pratiquer les langues étrangères",1899-12-30 19:00:00,Café Polyglotte,"Café Polyglotte --- Chaque mois, venez pratiquer les langues étrangères"
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",05/12/2023,Visite commentée de l’exposition.,1899-12-30 18:30:00,"Jean Anguera ""Archipel"", visite commentée","Jean Anguera ""Archipel"", visite commentée --- Visite commentée de l’exposition."
"33, rue du gouverneur général Eboué, Issy-les-Moulineaux",06/01/2024,P'tits Rendez-Vous,1899-12-30 11:00:00,Les P'tites Histoires,Les P'tites Histoires --- P'tits Rendez-Vous
